Brand,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Price
Mercedes-Benz,van,55,3,Diesel,yes,2011,Viano,41000
Volkswagen,crossover,180,3,Diesel,yes,2013,Touareg,41000
Audi,crossover,88,4.2,Diesel,yes,2010,Q7,41000
BMW,sedan,97,4.4,Petrol,yes,2011,750,41000
Mitsubishi,crossover,0,2.4,Diesel,yes,2016,Pajero Sport,40990
Mitsubishi,crossover,0,2.4,Diesel,yes,2016,Pajero Sport,40800
BMW,sedan,0,2,Petrol,yes,2016,520,40755
Volkswagen,crossover,37,3,Diesel,yes,2012,Touareg,40500
Mercedes-Benz,sedan,108,5.5,Petrol,yes,2010,S 500,40500
Mercedes-Benz,crossover,54,5.5,Petrol,yes,2011,GL 500,40500
Mercedes-Benz,sedan,39,2.2,Diesel,yes,2015,E-Class,40500
BMW,crossover,48,4.4,Petrol,yes,2009,X6,40000
Volkswagen,sedan,1,1.4,Petrol,yes,2015,Passat B8,40000
Volkswagen,other,170,2,Diesel,yes,2011,Multivan,40000
Mercedes-Benz,other,119,6.3,Petrol,yes,2008,ML 63 AMG,40000
Mercedes-Benz,crossover,152,5,Gas,yes,2006,G 500,40000
Audi,crossover,100,3,Diesel,yes,2011,Q7,39999
Audi,crossover,45,2,Diesel,yes,2014,Q5,39999
Audi,crossover,45,2,Diesel,yes,2014,Q5,39999
Audi,crossover,45,2,Diesel,yes,2014,Q3,39999
BMW,sedan,45,3,Petrol,yes,2011,535,39999
BMW,crossover,82,3,Petrol,yes,2011,X6,39900
Toyota,crossover,11,4,Petrol,yes,2013,Tacoma,39900
Mercedes-Benz,sedan,29,6.3,Petrol,yes,2007,S 63 AMG,39900
Mercedes-Benz,sedan,84,5.5,Petrol,yes,2011,S 500,39900
Toyota,crossover,94,4,Gas,yes,2010,Land Cruiser Prado,39900
Mercedes-Benz,crossover,127,5.5,Petrol,yes,2010,GL 550,39900
Mercedes-Benz,crossover,126,5.5,Petrol,yes,2010,GL 500,39900
Mercedes-Benz,other,88,6.2,Petrol,yes,2008,CL 63 AMG,39900
Mercedes-Benz,hatch,2,NA,Other,yes,2015,B-Class Electric Drive,39900
Audi,other,12,1.8,Petrol,yes,2014,A5,39900
BMW,sedan,5,2,Petrol,yes,2016,520,39900
Audi,sedan,180,4.2,Other,yes,2012,A8,39800
Volkswagen,sedan,0,2,Diesel,yes,2016,Passat B8,39615
BMW,crossover,98,3,Petrol,yes,2011,X6,39600
BMW,crossover,115,4.4,Petrol,yes,2010,X5,39500
Toyota,other,100,4.5,Diesel,yes,2008,Land Cruiser 200,39500
Toyota,other,1,2.8,Diesel,yes,2016,Hilux,39500
Mercedes-Benz,sedan,30,1.6,Petrol,yes,2014,C-Class,39500
BMW,vagon,93,2,Diesel,yes,2012,525,39500
BMW,sedan,6,2,Petrol,yes,2016,520,39333
Volkswagen,sedan,0,2,Diesel,yes,2014,Passat CC,39040
BMW,crossover,38,3,Petrol,yes,2009,X6,39000
BMW,crossover,180,3,Diesel,yes,2011,X5,39000
Toyota,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,39000
Mercedes-Benz,crossover,195,5,Gas,yes,2002,G 500,39000
Audi,sedan,18,1.8,Other,yes,2015,A5,39000
Mercedes-Benz,crossover,65,4.5,Petrol,yes,2010,GL 450,38900
BMW,vagon,5,0.65,Other,yes,2015,I3,38888
Mercedes-Benz,hatch,8,NA,Other,yes,2015,B-Class Electric Drive,38800
Volkswagen,sedan,0,2,Diesel,yes,2014,Passat CC,38764
Mercedes-Benz,sedan,117,5.5,Petrol,yes,2010,S 550,38700
Mercedes-Benz,other,12,1.8,Petrol,yes,2012,E-Class,38600
Toyota,crossover,20,5.7,Gas,yes,2014,Tundra,38500
Mercedes-Benz,sedan,134,3,Diesel,yes,2010,S 350,38500
Audi,vagon,75,2,Diesel,yes,2013,Q3,38500
Mercedes-Benz,sedan,56,2.2,Diesel,yes,2014,CLA-Class,38500
BMW,sedan,140,2,Diesel,yes,2012,520,38500
Volkswagen,sedan,0,2,Diesel,yes,2016,Passat B8,38365
Toyota,crossover,130,5.7,Gas,yes,2009,Land Cruiser 200,38300
Toyota,other,0,2.4,Diesel,yes,2016,Hilux,38233
Mercedes-Benz,sedan,39,1.6,Petrol,yes,2015,C-Class,38200
Volkswagen,crossover,189,3,Diesel,yes,2012,Touareg,38000
Mercedes-Benz,sedan,42,1.6,Petrol,yes,2014,C-Class,38000
BMW,sedan,61,NA,Petrol,yes,2013,535,38000
BMW,crossover,223,3,Diesel,yes,2011,535,38000
BMW,sedan,74,2,Diesel,yes,2014,520,38000
Volkswagen,crossover,140,3,Diesel,yes,2012,Touareg,37990
BMW,sedan,0,2,Petrol,yes,2016,520,37976.25
BMW,crossover,97,3,Diesel,yes,2010,X6,37900
Volkswagen,crossover,73,3,Diesel,yes,2012,Touareg,37900
Volkswagen,crossover,73,3,Diesel,yes,2012,Touareg,37900
Audi,other,126,3,Diesel,yes,2010,Q7,37800
BMW,crossover,108,3,Petrol,yes,2011,X3,37700
Toyota,crossover,47,5.7,Gas,yes,2009,Sequoia,37700
Toyota,crossover,62,3,Diesel,yes,2013,Land Cruiser Prado,37700
Toyota,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,37600
BMW,crossover,110,4.4,Petrol,yes,2011,X6,37500
BMW,crossover,115,3,Diesel,yes,2008,X5 M,37500
Toyota,crossover,115,5.7,Petrol,yes,2008,Land Cruiser 200,37500
Mercedes-Benz,other,94,5.5,Petrol,yes,2009,CL 55 AMG,37500
BMW,other,45,2,Petrol,yes,2013,520,37500
BMW,other,55,2,Petrol,yes,2014,428,37500
BMW,other,115,3,Diesel,yes,2011,X5,37200
BMW,crossover,186,5,Petrol,yes,2008,X6,37000
Audi,other,170,3,Diesel,yes,2010,Q7,37000
Audi,sedan,37,2.8,Petrol,yes,2012,A6,37000
BMW,sedan,95,4.4,Petrol,yes,2011,750,37000
BMW,sedan,130,3,Petrol,yes,2011,535,37000
BMW,crossover,82,3,Petrol,yes,2010,X6,36900
BMW,sedan,81,3,Diesel,yes,2010,730,36900
BMW,sedan,17,2,Petrol,yes,2013,520,36900
Toyota,crossover,77,3,Diesel,yes,2012,Land Cruiser Prado,36800
Toyota,crossover,43,3,Diesel,yes,2012,Land Cruiser Prado,36700
Audi,crossover,115,3,Diesel,yes,2010,Q7,36500
Audi,crossover,159,3,Diesel,yes,2010,Q7,36500
Toyota,crossover,2,3,Diesel,yes,2014,Hilux,36500
BMW,sedan,33,2,Diesel,yes,2014,328,36500
BMW,crossover,80,3,Petrol,yes,2011,X5,36400
BMW,crossover,83,3.5,Petrol,yes,2010,X6,36300
Audi,sedan,75,3,Diesel,yes,2011,A7,36100
Audi,vagon,40,3,Diesel,yes,2010,Q7,36000
Audi,crossover,145,3,Petrol,yes,2010,Q7,36000
Mitsubishi,crossover,0,2.4,Petrol,yes,2016,Outlander,36000
Toyota,crossover,66,3,Diesel,yes,2010,Land Cruiser Prado,36000
Toyota,crossover,940,NA,Other,yes,2009,Land Cruiser 200,36000
Mercedes-Benz,crossover,162,3,Diesel,yes,2009,GL 320,36000
Volkswagen,crossover,84,3,Diesel,yes,2011,Touareg,35999
Toyota,crossover,102,4,Petrol,yes,2011,Land Cruiser Prado,35999
Audi,crossover,143,3,Diesel,yes,2010,Q7,35900
Volkswagen,van,132,2,Diesel,yes,2011,Multivan,35900
Toyota,crossover,84,3,Diesel,yes,2013,Land Cruiser Prado,35900
Mercedes-Benz,crossover,254,5,Gas,yes,2004,G 500,35900
Audi,sedan,105,2,Diesel,yes,2014,A6,35900
Volkswagen,crossover,92,3,Diesel,yes,2011,Touareg,35800
Toyota,crossover,40,3.5,Petrol,yes,2013,Highlander,35555
BMW,crossover,33,2,Diesel,yes,2014,X1,35500
Volkswagen,crossover,112,NA,Diesel,yes,2011,Touareg,35500
Mercedes-Benz,sedan,160,6.5,Petrol,yes,2008,S 65 AMG,35500
Mercedes-Benz,sedan,100,3.5,Petrol,yes,2010,S 350,35500
Mercedes-Benz,sedan,100,3.5,Petrol,yes,2010,S 350,35500
Audi,crossover,130,3,Diesel,yes,2010,Q7,35500
Toyota,crossover,85,3,Diesel,yes,2012,Land Cruiser Prado,35500
Toyota,crossover,165,4,Gas,yes,2011,Land Cruiser Prado,35500
Mercedes-Benz,crossover,99,5,Gas,yes,2005,G 63 AMG,35500
Mercedes-Benz,other,99,2.99,Diesel,yes,2011,E-Class,35500
Mercedes-Benz,sedan,137,3,Diesel,yes,2011,E-Class,35500
BMW,sedan,235,3,Diesel,yes,2010,730,35500
BMW,sedan,67,3,Petrol,yes,2011,535,35500
Mercedes-Benz,sedan,3,1.6,Petrol,yes,2014,CLA 200,35300
Toyota,crossover,0,2,Petrol,yes,2016,Rav 4,35138.29
Volkswagen,crossover,20,2,Diesel,yes,2014,Tiguan,35000
Mercedes-Benz,other,147,6,Petrol,yes,2001,S 600,35000
Volkswagen,sedan,74,4.2,Gas,yes,2011,Phaeton,35000
Mercedes-Benz,crossover,154,3.2,Diesel,yes,2008,GL 320,35000
Mercedes-Benz,other,135,5.5,Petrol,yes,2008,CL 550,35000
Audi,sedan,92,2.8,Petrol,yes,2013,A6,35000
Audi,sedan,61,2.8,Petrol,yes,2012,A6,35000
Mercedes-Benz,sedan,150,2.8,Petrol,yes,1969,S 280,34999
Mercedes-Benz,other,85,5.5,Petrol,yes,2008,CL 55 AMG,34999
BMW,crossover,110,4.4,Petrol,yes,2010,X6,34900
BMW,crossover,117,3,Petrol,yes,2011,X5,34900
BMW,crossover,65,2,Petrol,yes,2013,X3,34900
BMW,crossover,35,3,Petrol,yes,2011,X3,34900
Mercedes-Benz,crossover,64,2.2,Diesel,yes,2013,GLK 220,34900
BMW,vagon,136,2,Diesel,yes,2012,520,34900
Volkswagen,vagon,0,2,Petrol,yes,2016,Passat B8,34899.14
BMW,crossover,163,5,Petrol,yes,2011,X5 M,34600
BMW,other,160,3,Diesel,yes,2011,X5,34500
BMW,other,160,3,Diesel,yes,2010,X5,34500
BMW,crossover,85,3,Petrol,yes,2010,X5,34500
Volkswagen,crossover,108,3,Diesel,yes,2012,Touareg,34500
Volkswagen,van,167,2,Diesel,yes,2013,Multivan,34500
Audi,sedan,71,2.8,Petrol,yes,2012,A6,34500
BMW,sedan,45,2,Petrol,yes,2013,320,34500
Audi,sedan,0,1.4,Petrol,yes,2016,Q3,34419.45
BMW,crossover,37,2,Diesel,yes,2013,X1,34400
Volkswagen,crossover,92,3,Diesel,yes,2012,Touareg,34000
Audi,crossover,118,2,Diesel,yes,2013,Q5,34000
Audi,crossover,119,2,Diesel,yes,2013,Q5,34000
Toyota,crossover,44,3.5,Petrol,yes,2012,Highlander,34000
Mercedes-Benz,sedan,69,2,Petrol,yes,2013,E-Class,34000
BMW,sedan,115,5,Petrol,yes,2008,750,34000
Toyota,other,65,5.7,Petrol,yes,2013,Tundra,33950
Audi,other,14,1.8,Petrol,yes,2014,TT,33900
Mercedes-Benz,other,102,5,Petrol,yes,2008,CL 55 AMG,33900
Mercedes-Benz,other,100,5.5,Petrol,yes,2007,CL 500,33900
Audi,sedan,58,2,Petrol,yes,2014,A5,33900
Mercedes-Benz,crossover,120,3,Diesel,yes,2010,ML 350,33800
Toyota,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,33715.5
BMW,crossover,134,4.4,Petrol,yes,2009,X6,33700
Volkswagen,van,11,1.4,Petrol,yes,2016,Touran,33700
Volkswagen,crossover,98,NA,Petrol,yes,2013,Touareg,33500
Mercedes-Benz,van,0,NA,Diesel,yes,2015,Sprinter 316,33500
Audi,crossover,67,2,Petrol,yes,2011,Q5,33500
Audi,hatch,35,1.8,Petrol,yes,2014,A5,33500
Audi,sedan,42,2,Petrol,yes,2013,A5,33500
BMW,sedan,65,2,Petrol,yes,2013,520,33500
BMW,sedan,1,1.5,Petrol,yes,2015,318,33500
Toyota,vagon,73,4,Gas,yes,2009,FJ Cruiser,33333
Toyota,vagon,73,4,Gas,yes,2009,FJ Cruiser,33333
Audi,crossover,71,2,Petrol,yes,2011,Q5,33300
Toyota,crossover,150,4,Gas,yes,2010,Land Cruiser Prado,33200
BMW,crossover,200,3,Diesel,yes,2010,X5,33000
Audi,crossover,60,2,Petrol,yes,2011,Q5,33000
Mitsubishi,other,0,2.4,Diesel,yes,2016,L 200,33000
Mercedes-Benz,crossover,109,2.2,Diesel,yes,2012,GLK 220,33000
Mercedes-Benz,vagon,91,NA,Other,yes,2013,E-Class,33000
BMW,sedan,147,3,Diesel,yes,2009,730,33000
BMW,sedan,60,NA,Petrol,yes,2012,328,33000
Toyota,other,50,5.7,Petrol,yes,2013,Tundra,32950
BMW,crossover,90,3,Petrol,yes,2008,X6,32900
Toyota,crossover,82,2.7,Petrol,yes,2013,Venza,32900
Mercedes-Benz,crossover,109,3,Diesel,yes,2011,ML 350,32800
BMW,crossover,152,3,Diesel,yes,2008,X5,32500
Audi,crossover,108,2,Diesel,yes,2012,Q5,32500
Mercedes-Benz,crossover,168,3.2,Diesel,yes,2009,GL 320,32500
Mercedes-Benz,crossover,254,3.2,Diesel,yes,2008,GL 320,32500
BMW,other,86,3,Petrol,yes,2010,5 Series GT,32500
BMW,sedan,148,3,Petrol,yes,2011,535,32500
BMW,vagon,162,3,Diesel,yes,2012,530,32500
BMW,sedan,131,2,Diesel,yes,2010,520,32500
BMW,sedan,134,2,Diesel,yes,2010,520,32500
BMW,vagon,65,2,Petrol,yes,2014,328,32500
Volkswagen,crossover,50,2,Diesel,yes,2014,Tiguan,32400
Audi,hatch,54,2.8,Petrol,yes,2011,A6,32300
BMW,crossover,138,3,Petrol,yes,2009,X6,32000
BMW,crossover,108,3,Petrol,yes,2008,X6,32000
BMW,crossover,52,3,Petrol,yes,2012,X5,32000
Mercedes-Benz,van,255,3,Diesel,yes,2008,Sprinter 318,32000
Volkswagen,sedan,144,3.6,Petrol,yes,2013,Passat CC,32000
Mercedes-Benz,crossover,96,3.5,Petrol,yes,2010,ML 350,32000
Mercedes-Benz,crossover,176,3.2,Gas,yes,2003,G 320,32000
Toyota,sedan,22,2.5,Petrol,yes,2015,Camry,32000
Toyota,sedan,22,2.5,Petrol,yes,2015,Camry,32000
Audi,sedan,103,2,Diesel,yes,2013,A6,32000
Audi,sedan,107,3,Diesel,yes,2009,A8,31999
Mercedes-Benz,crossover,95,4.7,Petrol,yes,2010,GL 450,31990
Mercedes-Benz,sedan,97,2.2,Diesel,yes,2011,E-Class,31900
BMW,sedan,115,3,Diesel,yes,2010,5 Series GT,31800
Audi,sedan,32,1.8,Petrol,yes,2014,A4,31700
Mercedes-Benz,hatch,2,NA,Other,yes,2015,B-Class Electric Drive,31669
Mercedes-Benz,sedan,33,1.6,Petrol,yes,2013,CLA 200,31600
BMW,crossover,130,3,Diesel,yes,2010,X5,31500
Mercedes-Benz,van,95,2.2,Diesel,yes,2013,Vito,31500
Volkswagen,crossover,1,2,Petrol,yes,2014,Tiguan,31500
Mercedes-Benz,sedan,123,2.2,Diesel,yes,2011,E-Class,31500
Audi,sedan,80,2,Petrol,yes,2013,A6,31500
Audi,sedan,140,2,Diesel,yes,2012,A6,31500
Volkswagen,van,0,2,Diesel,yes,2014,Touran,31310
BMW,sedan,117,4.4,Petrol,yes,2010,750,31111
Toyota,crossover,86,2.2,Diesel,yes,2014,Rav 4,31000
BMW,vagon,15,NA,Other,yes,2015,I3,31000
Mercedes-Benz,crossover,220,3.2,Diesel,yes,2008,GL 320,31000
BMW,sedan,100,2,Petrol,yes,2012,520,31000
Audi,sedan,108,2,Diesel,yes,2013,A6,30999
Audi,sedan,2,1.4,Petrol,yes,2016,A3,30999
Toyota,crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado,30990
Toyota,other,45,4.6,Petrol,yes,2013,Tundra,30950
Audi,crossover,27,2,Petrol,yes,2011,Q5,30900
Audi,crossover,70,2,Petrol,yes,2012,Q3,30900
Volkswagen,sedan,30,2,Diesel,yes,2014,Passat B7,30900
Mercedes-Benz,sedan,71,2.2,Diesel,yes,2012,E-Class,30900
Toyota,sedan,15,2.5,Petrol,yes,2015,Camry,30900
Audi,hatch,195,3,Diesel,yes,2010,A5,30900
Audi,vagon,118,2,Petrol,yes,2013,A4 Allroad,30900
Toyota,crossover,56,2.7,Gas,yes,2011,Land Cruiser Prado,30800
Audi,vagon,35,2,Petrol,yes,2013,A4 Allroad,30650
Toyota,crossover,39,2.2,Diesel,yes,2014,Rav 4,30600
BMW,hatch,110,4.4,Petrol,yes,2008,X6,30500
BMW,crossover,147,3,Diesel,yes,2008,X5,30500
Toyota,crossover,40,2.7,Petrol,yes,2011,Land Cruiser Prado,30500
Mitsubishi,sedan,72,2,Petrol,yes,2006,Lancer Evolution,30500
Mercedes-Benz,crossover,150,5.5,Petrol,yes,2002,G 500,30500
Mercedes-Benz,sedan,89,6.3,Petrol,yes,2008,CLS 63 AMG,30500
Toyota,sedan,7,2.5,Gas,yes,2015,Camry,30500
Audi,vagon,152,3,Diesel,yes,2012,A6,30500
Audi,sedan,110,3,Petrol,yes,2011,A6,30500
BMW,sedan,630,NA,Petrol,yes,2010,523,30500
BMW,sedan,73,2,Petrol,yes,2013,520,30500
Volkswagen,vagon,0,2,Diesel,yes,2014,Touran,30385
Volkswagen,sedan,67,2,Diesel,yes,2013,Passat B7,30000
Volkswagen,van,135,2,Diesel,yes,2011,Multivan,30000
Mercedes-Benz,crossover,97,2.14,Diesel,yes,2011,ML 250,30000
BMW,sedan,78,3.8,Petrol,yes,1993,M5,30000
Toyota,crossover,85,2.7,Gas,yes,2010,Land Cruiser Prado,30000
Mercedes-Benz,other,176,5.5,Petrol,yes,2003,E-Class,30000
Audi,sedan,97,3,Petrol,yes,2011,S5,29999
Volkswagen,other,129,2,Diesel,yes,2014,Caravelle,29999
Mercedes-Benz,hatch,9,NA,Other,yes,2015,B-Class Electric Drive,29999
Audi,other,90,3,Petrol,yes,2011,A5,29999
BMW,sedan,130,NA,Petrol,yes,2009,750,29999
BMW,other,73,2,Petrol,yes,2012,320,29999
BMW,crossover,182,3,Petrol,yes,2008,X6,29900
BMW,crossover,235,3,Diesel,yes,2009,X5,29900
Toyota,crossover,117,3,Diesel,yes,2008,Land Cruiser Prado,29900
Toyota,crossover,144,4,Gas,yes,2008,Land Cruiser 200,29900
Mercedes-Benz,crossover,86,3,Gas,yes,2010,GLK 300,29900
Mercedes-Benz,sedan,83,2.2,Diesel,yes,2012,E-Class,29900
Mercedes-Benz,other,71,5.5,Petrol,yes,2007,CL 500,29900
BMW,sedan,175,2,Diesel,yes,2011,520,29900
Audi,crossover,151,3,Diesel,yes,2007,Q7,29800
Volkswagen,hatch,0,2,Diesel,yes,2015,Golf VII,29800
Audi,sedan,1,1.4,Petrol,yes,2016,A4,29602.95
Volkswagen,sedan,11,1.4,Petrol,yes,2016,Passat B8,29600
BMW,crossover,189,3,Diesel,yes,2009,X5,29500
Mercedes-Benz,sedan,135,5.5,Petrol,yes,2008,S 550,29500
Mercedes-Benz,sedan,134,5,Petrol,yes,2008,S 500,29500
Mercedes-Benz,crossover,55,2.2,Diesel,no,2013,ML 250,29500
Toyota,crossover,90,2.7,Gas,yes,2010,Land Cruiser Prado,29500
Mercedes-Benz,crossover,180,3.2,Diesel,yes,2008,GL 320,29500
Mercedes-Benz,crossover,253,5,Petrol,yes,2003,G 500,29500
Toyota,crossover,63,4,Petrol,yes,2008,FJ Cruiser,29500
Mercedes-Benz,sedan,37,1.8,Petrol,yes,2012,E-Class,29500
Mercedes-Benz,sedan,64,1.6,Petrol,yes,2013,CLA 200,29500
BMW,sedan,230,3,Diesel,yes,2011,530,29500
BMW,sedan,850,NA,Petrol,yes,2011,523,29500
Volkswagen,sedan,0,1.4,Petrol,yes,2015,Jetta,29040
Toyota,vagon,60,2.2,Diesel,yes,2013,Rav 4,29000
Mercedes-Benz,crossover,139,3.5,Gas,yes,2009,ML 350,29000
Toyota,crossover,120,4,Gas,yes,2008,Land Cruiser Prado,29000
Audi,vagon,213,3,Diesel,yes,2010,A6 Allroad,29000
BMW,sedan,170,2,Diesel,yes,2011,520,29000
Toyota,sedan,86,3.5,Petrol,yes,2013,Camry,28999
Audi,crossover,60,2,Petrol,yes,2012,Q5,28950
Mercedes-Benz,sedan,40,1.8,Petrol,yes,2014,C-Class,28950
Volkswagen,crossover,1,2,Petrol,yes,2016,Tiguan,28900
Toyota,crossover,20,2.5,Petrol,yes,2013,Rav 4,28900
Toyota,crossover,83,3.5,Gas,yes,2012,Highlander,28900
Toyota,crossover,83,NA,Petrol,yes,2012,Highlander,28900
Toyota,crossover,120,3.5,Petrol,yes,2011,Highlander,28900
Mercedes-Benz,other,78,3.5,Petrol,yes,2010,E-Class,28900
Toyota,sedan,15,2.5,Petrol,yes,2015,Camry,28900
BMW,sedan,78,2,Petrol,yes,2012,528,28900
Toyota,crossover,29,2.2,Diesel,yes,2015,Rav 4,28800
Mitsubishi,crossover,100,3.2,Diesel,yes,2013,Pajero Wagon,28800
Volkswagen,van,0,1.6,Diesel,yes,2016,Caddy,28793.04
Toyota,sedan,0,2.5,Petrol,yes,2016,Camry,28787.85
Volkswagen,hatch,0,2,Diesel,yes,2015,Golf VII,28713.75
Toyota,crossover,80,3.5,Gas,yes,2012,Highlander,28700
Toyota,crossover,92,3.5,Gas,yes,2012,Highlander,28700
Toyota,crossover,100,3.5,Petrol,yes,2012,Highlander,28700
BMW,sedan,160,3,Petrol,yes,2011,528,28700
BMW,other,160,3,Petrol,yes,2011,528,28700
Volkswagen,van,0,1.6,Diesel,yes,2016,Caddy,28660
Toyota,crossover,66,2.2,Diesel,yes,2013,Rav 4,28600
BMW,crossover,160,4.8,Gas,yes,2008,X5,28500
Volkswagen,other,38,2,Diesel,yes,2015,Tiguan,28500
Mercedes-Benz,sedan,86,5.5,Petrol,yes,2007,S 500,28500
Mercedes-Benz,sedan,90,5.5,Petrol,yes,2007,S 500,28500
Toyota,crossover,38,2.2,Diesel,yes,2015,Rav 4,28500
Audi,crossover,74,2,Petrol,yes,2010,Q5,28500
Volkswagen,sedan,50,2,Petrol,yes,2013,Passat B7,28500
Mitsubishi,crossover,0,2,Petrol,yes,2016,Outlander,28500
Mercedes-Benz,crossover,190,3.2,Diesel,yes,2008,ML 320,28500
Toyota,crossover,97,3.5,Petrol,yes,2012,Highlander,28500
Toyota,crossover,107,3.5,Gas,yes,2011,Highlander,28500
Mercedes-Benz,crossover,210,3.2,Diesel,yes,2007,GL 320,28500
Mercedes-Benz,sedan,148,2.2,Diesel,yes,2011,E-Class,28500
Mercedes-Benz,other,65,1.8,Petrol,yes,2011,E-Class,28500
Toyota,sedan,16,2.5,Petrol,yes,2015,Camry,28500
Audi,sedan,74,1.8,Petrol,yes,2012,A4,28500
Mercedes-Benz,hatch,15,1.8,Diesel,yes,2014,A 180,28500
Toyota,crossover,92,2.2,Diesel,yes,2013,Rav 4,28350
BMW,crossover,116,NA,Petrol,yes,2008,X5,28000
Volkswagen,van,163,2,Diesel,yes,2010,Multivan,28000
BMW,other,100,5,Petrol,yes,2005,M5,28000
Toyota,crossover,95,3.5,Gas,yes,2011,Highlander,28000
Mercedes-Benz,other,250,3,Diesel,yes,2008,GL 320,28000
Mercedes-Benz,other,12,1.8,Petrol,yes,2013,C-Class,28000
Volkswagen,crossover,132,2,Diesel,yes,2011,Amarok,28000
BMW,sedan,127,2.5,Petrol,yes,2010,523,28000
BMW,sedan,170,2,Diesel,yes,2011,520,28000
BMW,crossover,140,3,Diesel,yes,2009,X5,27900
BMW,sedan,170,3,Petrol,yes,2011,530,27900
BMW,sedan,38,2,Petrol,yes,2013,320,27900
BMW,crossover,140,3,Diesel,yes,2009,X5,27800
Toyota,crossover,98,2.2,Diesel,yes,2013,Rav 4,27800
Toyota,sedan,157,3.5,Petrol,yes,2011,Camry,27800
BMW,sedan,170,2,Diesel,yes,2011,520,27800
Toyota,sedan,21,2.5,Petrol,yes,2015,Camry,27700
Mitsubishi,crossover,1,2.5,Diesel,yes,2016,Pajero Sport,27565.2
Audi,crossover,147,3,Diesel,yes,2008,Q7,27500
Mercedes-Benz,crossover,152,6.3,Petrol,yes,2007,ML 63 AMG,27500
Toyota,crossover,85,4,Petrol,yes,2007,Land Cruiser Prado,27500
Audi,sedan,150,2,Petrol,yes,2013,A6,27500
Audi,sedan,74,2,Diesel,yes,2011,A5,27500
BMW,sedan,100,2,Petrol,yes,2012,520,27500
BMW,sedan,170,2,Diesel,yes,2011,520,27500
Toyota,crossover,52,3.5,Gas,yes,2012,Venza,27400
Audi,other,65,2,Petrol,yes,2011,TT,27300
Audi,other,150,4.2,Petrol,yes,2007,Q7,27300
Mercedes-Benz,crossover,149,5.46,Petrol,yes,2009,ML 550,27300
Mercedes-Benz,crossover,185,3,Diesel,yes,2008,GL 320,27300
Mercedes-Benz,sedan,144,2.14,Diesel,yes,2011,E-Class,27300
BMW,sedan,155,2,Diesel,yes,2012,520,27300
Volkswagen,crossover,1,2,Diesel,yes,2015,Tiguan,27200
Volkswagen,other,90,2,Diesel,yes,2014,Tiguan,27000
Audi,other,222,NA,Diesel,yes,2007,Q7,27000
Volkswagen,sedan,85,2,Diesel,yes,2013,Passat CC,27000
Volkswagen,sedan,57,2,Diesel,yes,2013,Passat B7,27000
BMW,sedan,137,5,Other,yes,2005,M5,27000
Toyota,other,105,2.5,Diesel,yes,2013,Hilux,27000
Toyota,other,192,3,Diesel,yes,2007,Hilux,27000
BMW,crossover,180,4.8,Gas,yes,2008,X5,26999
BMW,sedan,131,2,Diesel,yes,2011,520,26999
BMW,crossover,140,4.8,Petrol,yes,2009,X5,26900
BMW,crossover,170,3,Diesel,yes,2008,X5,26900
Mercedes-Benz,sedan,150,5.5,Petrol,yes,2008,S 550,26900
BMW,sedan,158,5,Petrol,yes,2007,M5,26900
Toyota,crossover,118,2.7,Petrol,yes,2011,Land Cruiser Prado,26900
Toyota,crossover,115,4,Gas,yes,2008,Land Cruiser Prado,26900
Toyota,crossover,119,4,Gas,yes,2008,Land Cruiser Prado,26900
Mitsubishi,crossover,84,3.2,Diesel,yes,2012,Pajero Wagon,26850
Mercedes-Benz,sedan,162,5.5,Petrol,yes,2007,S 500,26800
Mercedes-Benz,vagon,160,2.2,Diesel,yes,2014,E-Class,26800
BMW,sedan,47,2,Petrol,yes,2013,320,26800
Mercedes-Benz,van,122,3,Diesel,yes,2012,Vito,26600
Toyota,crossover,21,2,Petrol,yes,2013,Rav 4,26500
Toyota,crossover,102,2.5,Diesel,yes,2013,Hilux,26500
BMW,sedan,70,3,Petrol,yes,2008,330,26500
Toyota,sedan,17,2.5,Petrol,yes,2015,Camry,26250
Toyota,crossover,156,4,Gas,yes,2007,Land Cruiser Prado,26200
Toyota,other,73,2.5,Diesel,yes,2012,Hilux,26200
BMW,crossover,270,4.8,Petrol,yes,2008,X5,26000
Mercedes-Benz,other,22,1.8,Petrol,yes,2014,C-Class,26000
Audi,sedan,105,2,Petrol,yes,2012,A6,26000
Volkswagen,sedan,60,1.8,Petrol,yes,2014,Passat B7,25999
Mitsubishi,crossover,86,3.2,Diesel,yes,2011,Pajero Wagon,25999
Toyota,other,108,4,Petrol,yes,2008,Land Cruiser Prado,25999
BMW,sedan,80,2,Petrol,yes,2012,320,25999
Toyota,crossover,97,4,Petrol,yes,2009,Land Cruiser Prado,25900
Volkswagen,hatch,35,2,Diesel,yes,2015,Golf VII,25900
Audi,sedan,104,2.8,Petrol,yes,2010,A6,25900
BMW,crossover,205,3,Diesel,yes,2008,X5,25800
Toyota,sedan,58,2.5,Petrol,yes,2015,Camry,25800
BMW,sedan,203,2,Diesel,yes,2010,520,25800
Toyota,sedan,0,2.5,Petrol,yes,2016,Camry,25749.75
